source_file,timestamp,strategy,seed,comms_dropout,grid_size,n_steps,actual_n_steps,n_drones,n_ground,n_survivors,sim_step_seconds,actual_duration_seconds,terrain_source,survivor_recall,time_to_verification,false_positive_trips,hazard_exposure,ugv_travel_cost,n_frames,peak_fire_cells,final_fire_cells,peak_smoke_cells,final_smoke_cells,steps_to_first_scouted,steps_to_first_found,final_scouted,final_found,mean_comms_uptime,total_drone_path_len
random_walk__d0p2__s14__20260615-003536-177287.json,20260615-003536-177287,random_walk,14,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,9.65992406848818,501,474,102,856,303,167,,3,0,0.7952,57.9159
random_walk__d0p2__s15__20260615-003600-464372.json,20260615-003600-464372,random_walk,15,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,246,11.13974304497242,501,1555,1553,2708,2708,76,,1,0,0.7916,57.6669
random_walk__d0p2__s16__20260615-003621-912442.json,20260615-003621-912442,random_walk,16,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,9.530778522603214,501,456,147,1103,574,215,,3,0,0.804,58.084
random_walk__d0p2__s1__20260615-003029-296665.json,20260615-003029-296665,random_walk,1,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,14,8.504312781617045,501,508,106,1098,703,143,,3,0,0.816,57.6476
random_walk__d0p2__s2__20260615-003058-206379.json,20260615-003058-206379,random_walk,2,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,10.040133803151548,501,2068,1808,5205,5205,265,,3,0,0.8028,57.8101
random_walk__d0p2__s3__20260615-003128-199190.json,20260615-003128-199190,random_walk,3,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,298,10.379466000013053,501,2318,1873,6104,6098,452,,3,0,0.7888,57.845
random_walk__d0p2__s4__20260615-003156-877656.json,20260615-003156-877656,random_walk,4,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,42,8.452375697903335,501,1891,1528,4816,4803,130,,2,0,0.8048,57.4966
random_walk__d0p2__s5__20260615-003221-837334.json,20260615-003221-837334,random_walk,5,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,9.305989252403378,501,1957,1901,3885,3885,71,,4,0,0.798,57.4833
random_walk__d0p2__s6__20260615-003243-409292.json,20260615-003243-409292,random_walk,6,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,10.527313659898937,501,635,186,1436,1353,186,,3,0,0.8088,57.5027
random_walk__d0p2__s7__20260615-003304-065993.json,20260615-003304-065993,random_walk,7,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,10.151606113649905,501,449,150,947,742,173,,3,0,0.7832,57.7539
random_walk__d0p2__s8__20260615-003324-240134.json,20260615-003324-240134,random_walk,8,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,2,9.412775415927172,501,454,333,848,835,162,,1,0,0.7944,57.7287
random_walk__d0p2__s9__20260615-003348-314221.json,20260615-003348-314221,random_walk,9,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,8.339629516936839,501,900,898,2266,2266,23,,3,0,0.8152,57.7112
random_walk__d0p4__s0__20260615-003653-386363.json,20260615-003653-386363,random_walk,0,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.2,166.0,0,0,9.163559355773032,501,1901,1701,4415,4415,63,229,1,1,0.5976,57.3297
random_walk__d0p4__s10__20260615-004127-320356.json,20260615-004127-320356,random_walk,10,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,9.731868083588779,501,480,16,696,83,126,,2,0,0.602,57.8637
random_walk__d0p4__s11__20260615-004152-278292.json,20260615-004152-278292,random_walk,11,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,9.124222383834422,501,424,26,542,255,419,,1,0,0.5892,57.929
random_walk__d0p4__s12__20260615-004220-343241.json,20260615-004220-343241,random_walk,12,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,24,10.204137391410768,501,855,855,1935,1935,8,,4,0,0.6088,57.625
random_walk__d0p4__s13__20260615-004253-111861.json,20260615-004253-111861,random_walk,13,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,303,11.755397580564022,501,1736,1570,4170,4170,99,,4,0,0.612,57.5607
random_walk__d0p4__s14__20260615-004313-656118.json,20260615-004313-656118,random_walk,14,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,3,8.283823246136308,501,474,102,856,303,346,,2,0,0.6136,58.0346
random_walk__d0p4__s15__20260615-004342-387293.json,20260615-004342-387293,random_walk,15,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,180,9.872865722514689,501,1555,1553,2708,2708,478,,1,0,0.5936,57.7677
random_walk__d0p4__s16__20260615-004407-239451.json,20260615-004407-239451,random_walk,16,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,9.294631958939135,501,456,147,1103,574,91,,5,0,0.6056,57.9899
random_walk__d0p4__s1__20260615-003716-094488.json,20260615-003716-094488,random_walk,1,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,8.593081324361265,501,508,106,1098,703,229,,2,0,0.6056,57.9928
random_walk__d0p4__s2__20260615-003748-805040.json,20260615-003748-805040,random_walk,2,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,9.866450873203576,501,2068,1808,5205,5205,109,,2,0,0.602,57.783
random_walk__d0p4__s3__20260615-003820-094802.json,20260615-003820-094802,random_walk,3,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,166,9.24548430275172,501,2318,1873,6104,6098,469,,1,0,0.5868,57.7149
random_walk__d0p4__s4__20260615-003849-587860.json,20260615-003849-587860,random_walk,4,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,5,8.577181274071336,501,1891,1528,4816,4803,8,,3,0,0.5952,57.663
random_walk__d0p4__s5__20260615-003919-138671.json,20260615-003919-138671,random_walk,5,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,8.706843247637153,501,1957,1901,3885,3885,178,,2,0,0.6012,57.5104
random_walk__d0p4__s6__20260615-003947-000414.json,20260615-003947-000414,random_walk,6,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,9.296812730841339,501,635,186,1436,1353,175,,3,0,0.6072,57.6376
random_walk__d0p4__s7__20260615-004014-463234.json,20260615-004014-463234,random_walk,7,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,42,10.164327365346253,501,449,150,947,742,208,,3,0,0.5812,57.9723
random_walk__d0p4__s8__20260615-004038-226183.json,20260615-004038-226183,random_walk,8,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,10.726166387088597,501,454,333,848,835,31,,5,0,0.6072,57.679
random_walk__d0p4__s9__20260615-004104-326218.json,20260615-004104-326218,random_walk,9,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,48,8.998118571005762,501,900,898,2266,2266,73,,1,0,0.6048,58.1063
random_walk__d0p6__s0__20260615-004438-472083.json,20260615-004438-472083,random_walk,0,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,8.953930395655334,501,1901,1701,4415,4415,102,,3,0,0.3888,58.0957
random_walk__d0p6__s10__20260615-004924-293782.json,20260615-004924-293782,random_walk,10,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,9.439624458551407,501,480,16,696,83,45,,3,0,0.3952,57.6448
random_walk__d0p6__s11__20260615-004951-739941.json,20260615-004951-739941,random_walk,11,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,7.893868587445468,501,424,26,542,255,43,,4,0,0.386,58.0161
random_walk__d0p6__s12__20260615-005030-145027.json,20260615-005030-145027,random_walk,12,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,8.681463879533112,501,855,855,1935,1935,19,,3,0,0.4192,57.783
random_walk__d0p6__s13__20260615-005111-029591.json,20260615-005111-029591,random_walk,13,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,227,10.896583231166005,501,1736,1570,4170,4170,181,,1,0,0.414,58.2987
random_walk__d0p6__s14__20260615-005134-447397.json,20260615-005134-447397,random_walk,14,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,9,8.760051774792373,501,474,102,856,303,37,,4,0,0.404,57.6124
random_walk__d0p6__s15__20260615-005205-285885.json,20260615-005205-285885,random_walk,15,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,120,9.350519767031074,501,1555,1553,2708,2708,369,,1,0,0.3964,57.7497
random_walk__d0p6__s16__20260615-005235-709433.json,20260615-005235-709433,random_walk,16,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,9.386315285228193,501,456,147,1103,574,72,,4,0,0.406,58.1714
random_walk__d0p6__s1__20260615-004500-521578.json,20260615-004500-521578,random_walk,1,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,8.41710151731968,501,508,106,1098,703,80,,3,0,0.4088,57.9141
random_walk__d0p6__s2__20260615-004535-362236.json,20260615-004535-362236,random_walk,2,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,10.675390269607306,501,2068,1808,5205,5205,38,,2,0,0.3904,57.6451
random_walk__d0p6__s3__20260615-004613-263237.json,20260615-004613-263237,random_walk,3,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,8,9.28878902643919,501,2318,1873,6104,6098,52,,4,0,0.3848,57.6286
random_walk__d0p6__s4__20260615-004648-118618.json,20260615-004648-118618,random_walk,4,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,8.923962660133839,501,1891,1528,4816,4803,16,,1,0,0.4072,57.7519
random_walk__d0p6__s5__20260615-004722-422263.json,20260615-004722-422263,random_walk,5,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,104,11.040993011556566,501,1957,1901,3885,3885,486,,1,0,0.4052,57.6505
random_walk__d0p6__s6__20260615-004749-003673.json,20260615-004749-003673,random_walk,6,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,9.649388253688812,501,635,186,1436,1353,422,,2,0,0.3996,57.9332
random_walk__d0p6__s7__20260615-004812-465371.json,20260615-004812-465371,random_walk,7,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,10.430349558591843,501,449,150,947,742,119,,1,0,0.3796,58.0552
random_walk__d0p6__s8__20260615-004835-003090.json,20260615-004835-003090,random_walk,8,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,10.500122990459204,501,454,333,848,835,255,,1,0,0.4196,57.7747
random_walk__d0p6__s9__20260615-004902-495763.json,20260615-004902-495763,random_walk,9,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,103,10.063169913366437,501,900,898,2266,2266,164,,3,0,0.4104,57.7958
random_walk__d0p8__s0__20260615-005317-417028.json,20260615-005317-417028,random_walk,0,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,8.409874058328569,501,1901,1701,4415,4415,27,,3,0,0.2032,57.3461
random_walk__d0p8__s10__20260615-005922-316746.json,20260615-005922-316746,random_walk,10,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,10.697498981840909,501,480,16,696,83,110,,3,0,0.1992,58.0846
random_walk__d0p8__s11__20260615-005943-332051.json,20260615-005943-332051,random_walk,11,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,8.424656702205539,501,424,26,542,255,31,,3,0,0.1992,57.8068
random_walk__d0p8__s12__20260615-010005-053372.json,20260615-010005-053372,random_walk,12,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,13,10.203575072810054,501,855,855,1935,1935,42,,3,0,0.218,57.8036
random_walk__d0p8__s13__20260615-010033-235008.json,20260615-010033-235008,random_walk,13,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,80,10.605704016983509,501,1736,1570,4170,4170,264,,3,0,0.2024,57.6518
random_walk__d0p8__s14__20260615-010053-019239.json,20260615-010053-019239,random_walk,14,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,7.8059463538229465,501,474,102,856,303,182,,2,0,0.1824,57.7498
random_walk__d0p8__s15__20260615-010118-061902.json,20260615-010118-061902,random_walk,15,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,179,10.532669505104423,501,1555,1553,2708,2708,124,,1,0,0.1892,57.9861
random_walk__d0p8__s16__20260615-010139-937069.json,20260615-010139-937069,random_walk,16,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,10.12655112799257,501,456,147,1103,574,54,,1,0,0.2044,57.6537
random_walk__d0p8__s1__20260615-005352-834562.json,20260615-005352-834562,random_walk,1,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,3,8.51572927646339,501,508,106,1098,703,110,,3,0,0.2008,58.0128
random_walk__d0p8__s2__20260615-005444-483933.json,20260615-005444-483933,random_walk,2,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,9.336508449167013,501,2068,1808,5205,5205,222,,1,0,0.1888,57.711
random_walk__d0p8__s3__20260615-005538-536317.json,20260615-005538-536317,random_walk,3,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,310,11.534965610131621,501,2318,1873,6104,6098,,,0,0,0.1912,58.1089
random_walk__d0p8__s4__20260615-005618-871492.json,20260615-005618-871492,random_walk,4,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,9.043304947204888,501,1891,1528,4816,4803,251,,1,0,0.2092,57.8027
random_walk__d0p8__s5__20260615-005651-102673.json,20260615-005651-102673,random_walk,5,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,95,8.835085488855839,501,1957,1901,3885,3885,13,,3,0,0.1992,57.9664
random_walk__d0p8__s6__20260615-005722-694725.json,20260615-005722-694725,random_walk,6,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,8.495129449293017,501,635,186,1436,1353,,,0,0,0.1904,58.0857
random_walk__d0p8__s7__20260615-005757-285954.json,20260615-005757-285954,random_walk,7,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,10.004539695568383,501,449,150,947,742,,,0,0,0.1892,57.9292
random_walk__d0p8__s8__20260615-005828-886518.json,20260615-005828-886518,random_walk,8,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,10.43570939078927,501,454,333,848,835,50,,3,0,0.2072,57.4065
random_walk__d0p8__s9__20260615-005858-973658.json,20260615-005858-973658,random_walk,9,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,1,8.708133855834603,501,900,898,2266,2266,197,,1,0,0.1944,58.0485
